,title,toprow,roominfo,facilities,price,rating,link,review,city
10,Park City Luxury Resort - null - Park City,Entire condominium in Park City,6 guests · 2 bedrooms · 3 beds · 2 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$295,Price:,http://airbnb.com/rooms/40028394?adults=1&previous_page_section_name=1000&federated_search_id=46c224bc-130d-4c19-9e0a-929a4837e9d8,-1,Park City
11,1BR Condo in the heart of Main St and Town Lift - null - Park City,Entire condominium in Park City,4 guests · 1 bedroom · 2 beds · 1 bath,Hottub·Wifi·Kitchen,Price:$128,Rating 4.23 out of 5;,http://airbnb.com/rooms/5298258?adults=1&previous_page_section_name=1000&federated_search_id=46c224bc-130d-4c19-9e0a-929a4837e9d8,13 reviews,Park City
12,"Iron Blosam Lodge, Unit 423, Studio B, Snowbird - null - Sandy",Resort room in Sandy,4 guests · Studio · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$150,Rating 5.0 out of 5;,http://airbnb.com/rooms/16830569?adults=1&previous_page_section_name=1000&federated_search_id=46c224bc-130d-4c19-9e0a-929a4837e9d8,3 reviews,Park City
13,The Rossie - 3BR/3BA Lower DV Townhouse - null - Park City,Entire townhouse in Park City,10 guests · 3 bedrooms · 6 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$220,Rating 4.81 out of 5;,http://airbnb.com/rooms/4404779?adults=1&previous_page_section_name=1000&federated_search_id=46c224bc-130d-4c19-9e0a-929a4837e9d8,74 reviews,Park City
14,"The Lowell House | Ski In Out, Walk to Main Street - null - Park City",Entire house in Park City,12 guests · 4 bedrooms · 6 beds · 3.5 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$799,Rating 4.76 out of 5;,http://airbnb.com/rooms/40891098?adults=1&previous_page_section_name=1000&federated_search_id=46c224bc-130d-4c19-9e0a-929a4837e9d8,17 reviews,Park City
15,Dream Staycation! Designer 2 Bdrm Old Town House - null - Park City,Entire house in Park City,9 guests · 2 bedrooms · 4 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$263,Rating 4.87 out of 5;,http://airbnb.com/rooms/40609541?adults=1&previous_page_section_name=1000&federated_search_id=46c224bc-130d-4c19-9e0a-929a4837e9d8,45 reviews,Park City
16,Saddleback Road - null - Park City,Entire house in Park City,4 guests · 2 bedrooms · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$88,Rating 4.96 out of 5;,http://airbnb.com/rooms/21644418?adults=1&previous_page_section_name=1000&federated_search_id=46c224bc-130d-4c19-9e0a-929a4837e9d8,56 reviews,Park City
17,Silver Star - 5 Bedroom Cottage - null - Park City,Entire villa in Park City,10 guests · 5 bedrooms · 6 beds · 6.5 baths,Heatedinfinitypool·Hometheater·Chef'skitchen,Price:$856,Price:,http://airbnb.com/luxury/listing/20472049?adults=1&previous_page_section_name=1000&federated_search_id=46c224bc-130d-4c19-9e0a-929a4837e9d8,-1,Park City
18,Marriott Mountainside Ski In/Out Sundance Festival - null - Park City,Entire condominium in Park City,4 guests · 1 bedroom · 2 beds · 1.5 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$325,Price:,http://airbnb.com/rooms/9565134?adults=1&previous_page_section_name=1000&federated_search_id=46c224bc-130d-4c19-9e0a-929a4837e9d8,-1,Park City
19,Private Hot Tub-2 min walk to skiing-lower base. - null - Park City,Entire condominium in Park City,6 guests · 2 bedrooms · 3 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$250,Rating 4.74 out of 5;,http://airbnb.com/rooms/28613608?adults=1&previous_page_section_name=1000&federated_search_id=46c224bc-130d-4c19-9e0a-929a4837e9d8,23 reviews,Park City
0,The Rossie - 3BR/3BA Lower DV Townhouse - null - Park City,Entire townhouse in Park City,10 guests · 3 bedrooms · 6 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$220,Rating 4.81 out of 5;,http://airbnb.com/rooms/4404779?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,74 reviews,Park City
1,2BR at The Lift Lodge next to Park City Mountain - null - Park City,Entire apartment in Park City,6 guests · 2 bedrooms · 3 beds · 2 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$189,Price:,http://airbnb.com/rooms/11243735?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,-1,Park City
2,TOP FLOOR STUDIO VIEW SKI MTN -CONDO SLEEPS 4 - null - Park City,Entire condominium in Park City,2 guests · Studio · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$79,Rating 4.53 out of 5;,http://airbnb.com/rooms/29257539?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,34 reviews,Park City
3,Lift Lodge Resort Ski  in JANUARY - null - Park City,Entire apartment in Park City,6 guests · 1 bedroom · 3 beds · 2 baths,Hottub·Wifi·Kitchen,Price:$155,Rating 4.50 out of 5;,http://airbnb.com/rooms/16661733?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,4 reviews,Park City
4,Park City Ski Resort Condo- Walk To Ski - null - Park City,Entire condominium in Park City,4 guests · 1 bedroom · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$100,Rating 4.78 out of 5;,http://airbnb.com/rooms/29994242?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,18 reviews,Park City
5,Mountain - Trailside Park City studio - null - Park City,Entire apartment in Park City,2 guests · 1 bedroom · 1 bed · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$105,Rating 5.0 out of 5;,http://airbnb.com/rooms/39625965?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,11 reviews,Park City
6,SKI-IN/SKI-OUT to Park City Mountain-SF1 - null - Park City,Entire condominium in Park City,4 guests · 1 bedroom · 1 bed · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$195,Price:,http://airbnb.com/rooms/46642632?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,-1,Park City
7,Luxury Ski in/Out Studio at Park City Mtn. Resort - null - Park City,Entire condominium in Park City,4 guests · Studio · 1 bed · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$295,Rating 4.76 out of 5;,http://airbnb.com/rooms/17045552?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,242 reviews,Park City
8,Park City Ski Condo - Walk to the slopes!! - null - Kamas,Entire condominium in Kamas,6 guests · 1 bedroom · 3 beds · 2 baths,Hottub·Wifi·Kitchen,Price:$180,Rating 4.67 out of 5;,http://airbnb.com/rooms/30180226?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,3 reviews,Park City
9,The Snow Shed: Park City Base Camp - null - Park City,Tiny house in Park City,2 guests · 1 bedroom · 1 bed · Half-bath,Wifi·Freeparking,Price:$58,Rating 4.97 out of 5;,http://airbnb.com/rooms/38749085?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,65 reviews,Park City
10,"Fascinating Luxury Penthouse, Silver Star #3302, with outdoor fireplace and private hot tub - null - Park City",Entire house in Park City,12 guests · 4 bedrooms · 6 beds · 5 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$514,Rating 5.0 out of 5;,http://airbnb.com/rooms/19543991?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,7 reviews,Park City
11,"S. Claus House, Heart of Old Town ❤️ - null - Park City",Entire apartment in Park City,5 guests · 2 bedrooms · 2 beds · 2 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$200,Rating 4.82 out of 5;,http://airbnb.com/rooms/14819985?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,45 reviews,Park City
12,Escape to Park City!  Sleeps 4! - null - Park City,Entire condominium in Park City,4 guests · Studio · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$78,Rating 4.87 out of 5;,http://airbnb.com/rooms/21275077?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,30 reviews,Park City
13,Saddleback Road - null - Park City,Entire house in Park City,4 guests · 2 bedrooms · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$88,Rating 4.96 out of 5;,http://airbnb.com/rooms/21644418?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,56 reviews,Park City
14,Cozy Mountain Oasis Near It All!!! - null - Heber City,Private room in Heber City,3 guests · 1 bedroom · 1 bed · 1 private bath,Hottub·Wifi·Kitchen·Freeparking,Price:$34,Rating 4.88 out of 5;,http://airbnb.com/rooms/32158109?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,32 reviews,Park City
15,Midway Haven - null - Midway,Private room in Midway,2 guests · 1 bedroom · 1 bed · 1 private bath,Wifi·Freeparking,Price:$60,Rating 5.0 out of 5;,http://airbnb.com/rooms/28255151?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,52 reviews,Park City
16,"Best Location, Largest Penthouse Unit, Upgrades, Pool, Hot Tub, Ski in /Ski Out - null - Park City",Entire condominium in Park City,11 guests · 3 bedrooms · 3 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$239,Rating 4.94 out of 5;,http://airbnb.com/rooms/27706959?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,16 reviews,Park City
17,Beautiful Old Town Condo In An Ideal Location - null - Park City,Entire condominium in Park City,6 guests · 3 bedrooms · 3 beds · 2.5 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$89,Rating 4.83 out of 5;,http://airbnb.com/rooms/5001851?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,18 reviews,Park City
18,"Irresistible Penthouse, Silver Star #3301, with Mountain Views and Private Outdoor Space - null - Park City",Entire house in Park City,10 guests · 4 bedrooms · 5 beds · 5 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$514,Price:,http://airbnb.com/rooms/19543990?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,-1,Park City
19,Caretaker's Cottage at London Spring Ranch - null - Heber City,Entire cottage in Heber City,3 guests · 2 bedrooms · 2 beds · 1 bath,Wifi·Kitchen·Freeparking,Price:$73,Rating 5.0 out of 5;,http://airbnb.com/rooms/45684159?adults=1&previous_page_section_name=1000&federated_search_id=c6959ac5-b0c7-4b77-bf29-ac53ddc059c6,4 reviews,Park City
0,"Motherlode - Walk to Town Lift/Main, 3BR Townhouse - null - Park City",Entire townhouse in Park City,12 guests · 3 bedrooms · 7 beds · 4 baths,Wifi·Kitchen·Freeparking,Price:$266,Rating 4.86 out of 5;,http://airbnb.com/rooms/3362495?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,96 reviews,Park City
1,Park City 1 Bedroom Villa - null - Park City,Private room in Park City,4 guests · 1 bedroom · 3 beds · 1 shared bath,Hottub·Wifi·Kitchen·Freeparking,Price:$173,Price:,http://airbnb.com/rooms/34441930?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,-1,Park City
2,Spacious Three Kings 2BR Townhouse - Walk to Lift! - null - Park City,Entire townhouse in Park City,8 guests · 2 bedrooms · 3 beds · 2 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$200,Rating 4.85 out of 5;,http://airbnb.com/rooms/4457411?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,66 reviews,Park City
3,"Cozy mountain abode, Silver Star #1304, with private hot tub - null - Park City",Entire house in Park City,7 guests · 2 bedrooms · 4 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$358,Price:,http://airbnb.com/rooms/19544006?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,-1,Park City
4,Ski in PC! SR Up to 4 - null - Park City,Entire condominium in Park City,4 guests · Studio · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$68,Rating 4.67 out of 5;,http://airbnb.com/rooms/4142120?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,3 reviews,Park City
5,The Frostwood Ski / Golf Villa - Brand NEW 4BR - null - Park City,Entire townhouse in Park City,10 guests · 4 bedrooms · 5 beds · 3.5 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$449,Rating 4.95 out of 5;,http://airbnb.com/rooms/21683996?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,41 reviews,Park City
6,Fall Colors - Heber Titanic Getaway - 154 Reviews! - null - Heber City,Entire apartment in Heber City,4 guests · 1 bedroom · 2 beds · 1 bath,Wifi·Kitchen·Freeparking,Price:$71,Rating 4.95 out of 5;,http://airbnb.com/rooms/16516190?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,154 reviews,Park City
7,Perfect In Town Location - null - Park City,Entire townhouse in Park City,8 guests · 2 bedrooms · 4 beds · 2.5 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$150,Rating 4.75 out of 5;,http://airbnb.com/rooms/4880264?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,4 reviews,Park City
8,Luxurious Ski in/Ski out 4br/4.5 ba APEX Town-home - null - Park City,Entire townhouse in Park City,11 guests · 4 bedrooms · 7 beds · 4.5 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$300,Price:,http://airbnb.com/rooms/40588487?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,-1,Park City
9,New Charming Canyons Condo. Close to Everything - null - Park City,Entire condominium in Park City,5 guests · 1 bedroom · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$93,Rating 4.81 out of 5;,http://airbnb.com/rooms/38875626?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,16 reviews,Park City
10,Grand Summit Hotel-The Canyons - 1 Bedroom - null - Park City,Hotel room in Park City,4 guests · 1 bedroom · 1 bed · 1 bath,Hottub,Price:$124,Price:,http://airbnb.com/rooms/35931091?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,-1,Park City
11,Historic Studio - 200 feet to Town Lift! - null - Park City,Entire condominium in Park City,2 guests · Studio · 1 bed · 1 bath,Wifi·Kitchen,Price:$131,Rating 5.0 out of 5;,http://airbnb.com/rooms/39869201?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,28 reviews,Park City
12,"3BR Park City Cabin in Old Town, Walk to Slopes! - null - Park City",Entire cabin in Park City,7 guests · 3 bedrooms · 3 beds · 2 baths,Wifi·Kitchen,Price:$207,Rating 4.67 out of 5;,http://airbnb.com/rooms/20889722?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,15 reviews,Park City
13,"Westgate Park City Resort, 1/24-31 or 2/7-14, 2021 - null - Park City",Entire apartment in Park City,4 guests · 1 bedroom · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$176,Price:,http://airbnb.com/rooms/46648453?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,-1,Park City
14,"COVID refund! Ski-in/Out Park City Resort, 3 beds - null - Park City",Entire condominium in Park City,4 guests · Studio · 3 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$182,Rating 4.79 out of 5;,http://airbnb.com/rooms/9824582?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,96 reviews,Park City
15,Ski Back to a Family-Friendly Home with Fire and Hot Tub - null - Park City,Entire townhouse in Park City,9 guests · 3 bedrooms · 6 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$307,Rating 5.0 out of 5;,http://airbnb.com/rooms/plus/10157178?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,18 reviews,Park City
16,"The Ski Team - Old Town 2BR Condo, Walk to Skiing - null - Park City",Entire apartment in Park City,7 guests · 2 bedrooms · 2 beds · 2 baths,Wifi·Kitchen·Freeparking,Price:$170,Rating 4.77 out of 5;,http://airbnb.com/rooms/4803485?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,75 reviews,Park City
17,Ski In Ski Out Studio in Park City  157 - null - Park City,Entire condominium in Park City,2 guests · Studio · 1 bed · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$99,Rating 4.80 out of 5;,http://airbnb.com/rooms/16602349?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,5 reviews,Park City
18,* Designer style * Luxe long term * Pool - null - Park City,Entire townhouse in Park City,5 guests · 2 bedrooms · 3 beds · 2 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$149,Rating 4.88 out of 5;,http://airbnb.com/rooms/1623000?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,34 reviews,Park City
19,"Mountainside King Rm w/deck, hot tub +kitchenette - null - Park City",Hotel room in Park City,2 guests · 1 bedroom · 1 bed · 1 private bath,Hottub·Wifi·Kitchen·Freeparking,Price:$108,Rating 4.89 out of 5;,http://airbnb.com/rooms/32085098?adults=1&previous_page_section_name=1000&federated_search_id=ec030363-17d6-4c51-9f39-6b9ad9ef7462,81 reviews,Park City
0,The Loft at Chick’s Café - Meal Voucher Included! - null - Heber City,Entire loft in Heber City,6 guests · 2 bedrooms · 4 beds · 1 bath,Wifi·Kitchen·Freeparking,Price:$91,Rating 5.0 out of 5;,http://airbnb.com/rooms/45456078?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,12 reviews,Park City
1,Private Hot Tub-2 min walk to skiing-lower base. - null - Park City,Entire condominium in Park City,6 guests · 2 bedrooms · 3 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$250,Rating 4.74 out of 5;,http://airbnb.com/rooms/28613608?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,23 reviews,Park City
2,Perfect In Town Location - null - Park City,Entire townhouse in Park City,8 guests · 2 bedrooms · 4 beds · 2.5 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$150,Rating 4.75 out of 5;,http://airbnb.com/rooms/4880264?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,4 reviews,Park City
3,Bright and Airy Condo at Canyons Resort Base - null - Park City,Entire condominium in Park City,4 guests · 1 bedroom · 1 bed · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$71,Rating 4.88 out of 5;,http://airbnb.com/rooms/37691357?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,32 reviews,Park City
4,Upscale Condo - Walk to Ski Shuttle/Film Festival! - null - Park City,Entire loft in Park City,4 guests · Studio · 3 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$105,Rating 4.82 out of 5;,http://airbnb.com/rooms/40398497?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,11 reviews,Park City
5,"Splendid Condo, Silver Star #1203, with concierge services - null - Park City",Entire house in Park City,5 guests · 2 bedrooms · 2 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$358,Price:,http://airbnb.com/rooms/19543998?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,-1,Park City
6,"Jefferson House 2BR/2BA, Steps to Main and Skiing - null - Park City",Entire apartment in Park City,6 guests · 2 bedrooms · 2 beds · 2 baths,Wifi·Kitchen·Freeparking,Price:$132,Rating 4.89 out of 5;,http://airbnb.com/rooms/14954253?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,63 reviews,Park City
7,♥ Newly Remodeled (2020) | Smart Home | #Studio108 - null - Park City,Entire apartment in Park City,2 guests · Studio · 1 bed · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$74,Rating 4.64 out of 5;,http://airbnb.com/rooms/43112155?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,25 reviews,Park City
8,Westgate Park City 2 Bedroom - null - Park City,Entire condominium in Park City,8 guests · 2 bedrooms · 2 beds · 2 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$184,Rating 4.86 out of 5;,http://airbnb.com/rooms/18749150?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,22 reviews,Park City
9,Xmas Eve Available! Old Town Condo Walking Distance to Slopes and Main St! - null - Park City,Entire condominium in Park City,6 guests · 3 bedrooms · 4 beds · 2 baths,Wifi·Kitchen·Freeparking,Price:$148,Rating 4.88 out of 5;,http://airbnb.com/rooms/27641284?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,8 reviews,Park City
10,Westgate Resort Rental During Sundance Film Fest - null - Park City,Resort room in Park City,4 guests · 1 bedroom · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$180,Rating 5.0 out of 5;,http://airbnb.com/rooms/16717869?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,4 reviews,Park City
11,"The Ski Team - Old Town 2BR Condo, Walk to Skiing - null - Park City",Entire apartment in Park City,7 guests · 2 bedrooms · 2 beds · 2 baths,Wifi·Kitchen·Freeparking,Price:$170,Rating 4.77 out of 5;,http://airbnb.com/rooms/4803485?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,75 reviews,Park City
12,1BR Condo Hot tub/Pool/Ski Shuttle at Park Regency - null - Park City,Entire condominium in Park City,4 guests · 1 bedroom · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$150,Price:,http://airbnb.com/rooms/45880455?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,-1,Park City
13,Cozy Park city Studio - null - Park City,Entire apartment in Park City,4 guests · Studio · 2 beds · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$65,Price:,http://airbnb.com/rooms/42536939?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,-1,Park City
14,Great 1 Bed-Steps from Main Street and Ski lift - null - Park City,Entire condominium in Park City,4 guests · 1 bedroom · 2 beds · 1 bath,Wifi·Kitchen·Freeparking,Price:$125,Rating 4.56 out of 5;,http://airbnb.com/rooms/37688502?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,39 reviews,Park City
15,Staycation? Come stay here instead of your place! - null - Park City,Entire townhouse in Park City,9 guests · 3 bedrooms · 5 beds · 2.5 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$276,Rating 4.78 out of 5;,http://airbnb.com/rooms/39772843?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,40 reviews,Park City
16,Monthly Rentals - Historic Old Town Miner's Cabin - null - Park City,Entire cabin in Park City,5 guests · 2 bedrooms · 4 beds · 1.5 baths,Wifi·Kitchen·Freeparking,Price:$200,Price:,http://airbnb.com/rooms/45165355?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,-1,Park City
17,"Cozy mountain abode, Silver Star #1304, with private hot tub - null - Park City",Entire house in Park City,7 guests · 2 bedrooms · 4 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$358,Price:,http://airbnb.com/rooms/19544006?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,-1,Park City
18,"Mountainside King Rm w/deck, hot tub +kitchenette - null - Park City",Hotel room in Park City,2 guests · 1 bedroom · 1 bed · 1 private bath,Hottub·Wifi·Kitchen·Freeparking,Price:$108,Rating 4.89 out of 5;,http://airbnb.com/rooms/32085098?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,81 reviews,Park City
19,Grand Summit Hotel-The Canyons - 1 Bedroom - null - Park City,Hotel room in Park City,4 guests · 1 bedroom · 1 bed · 1 bath,Hottub,Price:$124,Price:,http://airbnb.com/rooms/35931091?adults=1&previous_page_section_name=1000&federated_search_id=4fa5017d-0a78-485c-990f-8b972d083847,-1,Park City
0,BEST LOCATION: Ski-in/Ski-out @ Park City Base - null - Park City,Entire condominium in Park City,5 guests · Studio · 3 beds · 1 bath,Hottub·Wifi·Kitchen,Price:$213,Rating 4.87 out of 5;,http://airbnb.com/rooms/20632815?adults=1&previous_page_section_name=1000&federated_search_id=3049d86b-a141-4146-a4a7-15bf76239526,53 reviews,Park City
1,Downtown Condo Walk to Base Lift - null - Park City,Entire condominium in Park City,4 guests · 1 bedroom · 2 beds · 2 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$129,Rating 4.33 out of 5;,http://airbnb.com/rooms/43372704?adults=1&previous_page_section_name=1000&federated_search_id=3049d86b-a141-4146-a4a7-15bf76239526,3 reviews,Park City
2,Row House #3 in Old Town Right Next to PCMR - null - Park City,Entire condominium in Park City,6 guests · 2 bedrooms · 3 beds · 2 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$278,Rating 5.0 out of 5;,http://airbnb.com/rooms/45547285?adults=1&previous_page_section_name=1000&federated_search_id=3049d86b-a141-4146-a4a7-15bf76239526,4 reviews,Park City
3,Luxe Park City Condo - Walk to Cabriolet Ski Lift! - null - Park City,Entire condominium in Park City,6 guests · 2 bedrooms · 3 beds · 3 baths,Hottub·Wifi·Kitchen·Freeparking,Price:$230,Rating 5.0 out of 5;,http://airbnb.com/rooms/42139605?adults=1&previous_page_section_name=1000&federated_search_id=3049d86b-a141-4146-a4a7-15bf76239526,13 reviews,Park City
4,Ski In Ski Out Studio in Park City  157 - null - Park City,Entire condominium in Park City,2 guests · Studio · 1 bed · 1 bath,Hottub·Wifi·Kitchen·Freeparking,Price:$99,Rating 4.80 out of 5;,http://airbnb.com/rooms/16602349?adults=1&previous_page_section_name=1000&federated_search_id=3049d86b-a141-4146-a4a7-15bf76239526,5 reviews,Park City
5,Charming 1 BD Condo near PC Mountain Resort - null - Park City,Entire townhouse in Park City,4 guests · 1 bedroom · 1 bed · 1 bath,Wifi·Kitchen·Freeparking,Price:$96,Rating 4.93 out of 5;,http://airbnb.com/rooms/30368620?adults=1&previous_page_section_name=1000&federated_search_id=3049d86b-a141-4146-a4a7-15bf76239526,54 reviews,Park City
